Sentence	Relation
among patients with @phenotype$ ( @coding_system$ code g30 ) , apolipoprotein e ( apoe ) polymorphisms were genotyped to examine genotype - phenotype correlations .	0
among patients with @phenotype$ ( icd - 10 code @code$ ) , apolipoprotein e ( apoe ) polymorphisms were genotyped to examine genotype - phenotype correlations .	2
among patients with alzheimer ' s disease ( @coding_system$ code @code$ ) , apolipoprotein e ( apoe ) polymorphisms were genotyped to examine genotype - phenotype correlations .	1
the @coding_system$ code @code$ corresponds to the obesity phenotype .	1
the @coding_system$ code e66 corresponds to the @phenotype$ phenotype .	0
the icd - 10 code @code$ corresponds to the @phenotype$ phenotype .	2
the disorder @phenotype$ , also known as dysthymia , was studied in relation to the @coding_system$ classification system with a code of f34 . 1 .	0
the disorder @phenotype$ , also known as dysthymia , was studied in relation to the icd - 10 classification system with a code of @code$ .	2
the disorder persistent depressive disorder , also known as dysthymia , was studied in relation to the @coding_system$ classification system with a code of @code$ .	1
according to the @coding_system$ database , the @code$ code is associated with the marfan syndrome and its related complications .	1
according to the @coding_system$ database , the 179110 code is associated with the @phenotype$ and its related complications .	0
according to the omim database , the @code$ code is associated with the @phenotype$ and its related complications .	2
the research assessed patients with @phenotype$ according to the @coding_system$ code e84 .	0
the research assessed patients with @phenotype$ according to the icd - 10 code @code$ .	2
the research assessed patients with cystic fibrosis according to the @coding_system$ code @code$ .	1
our study included patients diagnosed with @phenotype$ using the @coding_system$ code k90 . 8 .	0
our study included patients diagnosed with @phenotype$ using the icd - 10 code @code$ .	2
our study included patients diagnosed with whipple ' s disease using the @coding_system$ code @code$ .	1
in this analysis , we examined the association between @phenotype$ ( based on the @coding_system$ code j22 ) and subsequent asthma development ( based on the j45 code ) .	0
in this analysis , we examined the association between @phenotype$ ( based on the icd - 10 code @code$ ) and subsequent asthma development ( based on the j45 code ) .	2
in this analysis , we examined the association between @phenotype$ ( based on the icd - 10 code j22 ) and subsequent asthma development ( based on the @code$ code ) .	2
in this analysis , we examined the association between acute lower respiratory infection ( based on the @coding_system$ code @code$ ) and subsequent asthma development ( based on the j45 code ) .	1
in this analysis , we examined the association between acute lower respiratory infection ( based on the @coding_system$ code j22 ) and subsequent @phenotype$ development ( based on the j45 code ) .	0
in this analysis , we examined the association between acute lower respiratory infection ( based on the icd - 10 code @code$ ) and subsequent @phenotype$ development ( based on the j45 code ) .	2
in this analysis , we examined the association between acute lower respiratory infection ( based on the icd - 10 code j22 ) and subsequent @phenotype$ development ( based on the @code$ code ) .	2
in this analysis , we examined the association between acute lower respiratory infection ( based on the @coding_system$ code j22 ) and subsequent asthma development ( based on the @code$ code ) .	1
patients with a clinical diagnosis of @phenotype$ were identified using @coding_system$ code g44 . 0 .	0
patients with a clinical diagnosis of @phenotype$ were identified using icd - 10 code @code$ .	2
patients with a clinical diagnosis of cluster headache were identified using @coding_system$ code @code$ .	1
this study included 351 patients diagnosed with @phenotype$ ( @coding_system$ code c62 ) who underwent chemotherapy treatment .	0
this study included 351 patients diagnosed with @phenotype$ ( icd - 10 code @code$ ) who underwent chemotherapy treatment .	2
this study included 351 patients diagnosed with testicular cancer ( @coding_system$ code @code$ ) who underwent chemotherapy treatment .	1
the study included participants diagnosed with @phenotype$ as per the @coding_system$ code k85 - k86 .	0
the study included participants diagnosed with @phenotype$ as per the icd - 10 code @code$ .	2
the study included participants diagnosed with pancreatitis as per the @coding_system$ code @code$ .	1
in our cohort , we identified children with a diagnosis of @phenotype$ ( adhd ) based on the @coding_system$ criteria and corresponding codes 314 . 0 ( adhd inattentive type ) and 314 . 01 ( adhd combined type ) .	0
in our cohort , we identified children with a diagnosis of @phenotype$ ( adhd ) based on the dsm - 5 criteria and corresponding codes @code$ ( adhd inattentive type ) and 314 . 01 ( adhd combined type ) .	2
in our cohort , we identified children with a diagnosis of @phenotype$ ( adhd ) based on the dsm - 5 criteria and corresponding codes 314 . 0 ( adhd inattentive type ) and @code$ ( adhd combined type ) .	2
in our cohort , we identified children with a diagnosis of attention deficit hyperactivity disorder ( adhd ) based on the @coding_system$ criteria and corresponding codes @code$ ( adhd inattentive type ) and 314 . 01 ( adhd combined type ) .	1
in our cohort , we identified children with a diagnosis of attention deficit hyperactivity disorder ( adhd ) based on the @coding_system$ criteria and corresponding codes 314 . 0 ( adhd inattentive type ) and @code$ ( adhd combined type ) .	3
a significant number of cases with @phenotype$ were identified using the @coding_system$ code d64 . 9 in our retrospective data analysis .	0
a significant number of cases with @phenotype$ were identified using the icd - 10 code @code$ in our retrospective data analysis .	2
a significant number of cases with anemia were identified using the @coding_system$ code @code$ in our retrospective data analysis .	1
we identified patients with a diagnosis of @phenotype$ based on the @coding_system$ code 71000 the patient was diagnosed with autism spectrum disorder ( icd - 10 code f84 . 0 ) in early childhood and later developed obsessive - compulsive disorder ( f42 ) .	0
we identified patients with a diagnosis of @phenotype$ based on the snomed ct code @code$ the patient was diagnosed with autism spectrum disorder ( icd - 10 code f84 . 0 ) in early childhood and later developed obsessive - compulsive disorder ( f42 ) .	2
we identified patients with a diagnosis of @phenotype$ based on the snomed ct code 71000 the patient was diagnosed with autism spectrum disorder ( @coding_system$ code f84 . 0 ) in early childhood and later developed obsessive - compulsive disorder ( f42 ) .	3
we identified patients with a diagnosis of @phenotype$ based on the snomed ct code 71000 the patient was diagnosed with autism spectrum disorder ( icd - 10 code @code$ ) in early childhood and later developed obsessive - compulsive disorder ( f42 ) .	3
we identified patients with a diagnosis of @phenotype$ based on the snomed ct code 71000 the patient was diagnosed with autism spectrum disorder ( icd - 10 code f84 . 0 ) in early childhood and later developed obsessive - compulsive disorder ( @code$ ) .	3
we identified patients with a diagnosis of sjogren ' s syndrome based on the @coding_system$ code @code$ the patient was diagnosed with autism spectrum disorder ( icd - 10 code f84 . 0 ) in early childhood and later developed obsessive - compulsive disorder ( f42 ) .	1
we identified patients with a diagnosis of sjogren ' s syndrome based on the snomed ct code @code$ the patient was diagnosed with autism spectrum disorder ( @coding_system$ code f84 . 0 ) in early childhood and later developed obsessive - compulsive disorder ( f42 ) .	1
we identified patients with a diagnosis of sjogren ' s syndrome based on the @coding_system$ code 71000 the patient was diagnosed with @phenotype$ ( icd - 10 code f84 . 0 ) in early childhood and later developed obsessive - compulsive disorder ( f42 ) .	3
we identified patients with a diagnosis of sjogren ' s syndrome based on the snomed ct code @code$ the patient was diagnosed with @phenotype$ ( icd - 10 code f84 . 0 ) in early childhood and later developed obsessive - compulsive disorder ( f42 ) .	3
we identified patients with a diagnosis of sjogren ' s syndrome based on the snomed ct code 71000 the patient was diagnosed with @phenotype$ ( @coding_system$ code f84 . 0 ) in early childhood and later developed obsessive - compulsive disorder ( f42 ) .	3
we identified patients with a diagnosis of sjogren ' s syndrome based on the snomed ct code 71000 the patient was diagnosed with @phenotype$ ( icd - 10 code @code$ ) in early childhood and later developed obsessive - compulsive disorder ( f42 ) .	2
we identified patients with a diagnosis of sjogren ' s syndrome based on the snomed ct code 71000 the patient was diagnosed with @phenotype$ ( icd - 10 code f84 . 0 ) in early childhood and later developed obsessive - compulsive disorder ( @code$ ) .	3
we identified patients with a diagnosis of sjogren ' s syndrome based on the @coding_system$ code 71000 the patient was diagnosed with autism spectrum disorder ( icd - 10 code @code$ ) in early childhood and later developed obsessive - compulsive disorder ( f42 ) .	3
we identified patients with a diagnosis of sjogren ' s syndrome based on the snomed ct code 71000 the patient was diagnosed with autism spectrum disorder ( @coding_system$ code @code$ ) in early childhood and later developed obsessive - compulsive disorder ( f42 ) .	1
we identified patients with a diagnosis of sjogren ' s syndrome based on the @coding_system$ code 71000 the patient was diagnosed with autism spectrum disorder ( icd - 10 code f84 . 0 ) in early childhood and later developed @phenotype$ ( f42 ) .	3
we identified patients with a diagnosis of sjogren ' s syndrome based on the snomed ct code @code$ the patient was diagnosed with autism spectrum disorder ( icd - 10 code f84 . 0 ) in early childhood and later developed @phenotype$ ( f42 ) .	3
we identified patients with a diagnosis of sjogren ' s syndrome based on the snomed ct code 71000 the patient was diagnosed with autism spectrum disorder ( @coding_system$ code f84 . 0 ) in early childhood and later developed @phenotype$ ( f42 ) .	3
we identified patients with a diagnosis of sjogren ' s syndrome based on the snomed ct code 71000 the patient was diagnosed with autism spectrum disorder ( icd - 10 code @code$ ) in early childhood and later developed @phenotype$ ( f42 ) .	3
we identified patients with a diagnosis of sjogren ' s syndrome based on the snomed ct code 71000 the patient was diagnosed with autism spectrum disorder ( icd - 10 code f84 . 0 ) in early childhood and later developed @phenotype$ ( @code$ ) .	2
we identified patients with a diagnosis of sjogren ' s syndrome based on the @coding_system$ code 71000 the patient was diagnosed with autism spectrum disorder ( icd - 10 code f84 . 0 ) in early childhood and later developed obsessive - compulsive disorder ( @code$ ) .	3
we identified patients with a diagnosis of sjogren ' s syndrome based on the snomed ct code 71000 the patient was diagnosed with autism spectrum disorder ( @coding_system$ code f84 . 0 ) in early childhood and later developed obsessive - compulsive disorder ( @code$ ) .	3
the @phenotype$ cases were identified using the @coding_system$ code g30 and included in the study .	0
the @phenotype$ cases were identified using the icd - 10 code @code$ and included in the study .	2
the alzheimer ' s disease cases were identified using the @coding_system$ code @code$ and included in the study .	1
patients with a history of @phenotype$ were identified through the @coding_system$ codes 430 - 438 or icd - 10 codes i60 - i69 .	0
patients with a history of @phenotype$ were identified through the icd - 9 codes @code$ - 438 or icd - 10 codes i60 - i69 .	2
patients with a history of @phenotype$ were identified through the icd - 9 codes 430 - @code$ or icd - 10 codes i60 - i69 .	2
patients with a history of @phenotype$ were identified through the icd - 9 codes 430 - 438 or @coding_system$ codes i60 - i69 .	0
patients with a history of @phenotype$ were identified through the icd - 9 codes 430 - 438 or icd - 10 codes @code$ - i69 .	2
patients with a history of @phenotype$ were identified through the icd - 9 codes 430 - 438 or icd - 10 codes i60 - @code$ .	2
patients with a history of stroke were identified through the @coding_system$ codes @code$ - 438 or icd - 10 codes i60 - i69 .	1
patients with a history of stroke were identified through the icd - 9 codes @code$ - 438 or @coding_system$ codes i60 - i69 .	1
patients with a history of stroke were identified through the @coding_system$ codes 430 - @code$ or icd - 10 codes i60 - i69 .	1
patients with a history of stroke were identified through the icd - 9 codes 430 - @code$ or @coding_system$ codes i60 - i69 .	1
patients with a history of stroke were identified through the @coding_system$ codes 430 - 438 or icd - 10 codes @code$ - i69 .	1
patients with a history of stroke were identified through the icd - 9 codes 430 - 438 or @coding_system$ codes @code$ - i69 .	1
patients with a history of stroke were identified through the @coding_system$ codes 430 - 438 or icd - 10 codes i60 - @code$ .	1
patients with a history of stroke were identified through the icd - 9 codes 430 - 438 or @coding_system$ codes i60 - @code$ .	1
individuals diagnosed with @phenotype$ were identified using the @coding_system$ code l10 .	0
individuals diagnosed with @phenotype$ were identified using the icd - 10 code @code$ .	2
individuals diagnosed with pemphigus were identified using the @coding_system$ code @code$ .	1
according to the @coding_system$ ( icd - 10 ) , patients diagnosed with @phenotype$ were assigned a code of e11 .	0
according to the international classification of diseases ( @coding_system$ ) , patients diagnosed with @phenotype$ were assigned a code of e11 .	0
according to the international classification of diseases ( icd - 10 ) , patients diagnosed with @phenotype$ were assigned a code of @code$ .	2
according to the @coding_system$ ( icd - 10 ) , patients diagnosed with type 2 diabetes mellitus were assigned a code of @code$ .	1
according to the international classification of diseases ( @coding_system$ ) , patients diagnosed with type 2 diabetes mellitus were assigned a code of @code$ .	1
the @coding_system$ code @code$ is linked to the fever phenotype .	1
the @coding_system$ code hp : 0001943 is linked to the @phenotype$ phenotype .	0
the hpo code @code$ is linked to the @phenotype$ phenotype .	2
patients with @phenotype$ were identified using the @coding_system$ code 279 . 01 .	0
patients with @phenotype$ were identified using the icd - 9 code @code$ .	2
patients with selective immunoglobulin a deficiency were identified using the @coding_system$ code @code$ .	1
out of 1 , 200 patients , 325 had a new diagnosis of @phenotype$ ( @coding_system$ code c67 ) .	0
out of 1 , 200 patients , 325 had a new diagnosis of @phenotype$ ( icd - 10 code @code$ ) .	2
out of 1 , 200 patients , 325 had a new diagnosis of bladder cancer ( @coding_system$ code @code$ ) .	1
clinical diagnosis of @phenotype$ was performed using the @coding_system$ code m45 and the modified new york criteria .	0
clinical diagnosis of @phenotype$ was performed using the icd - 10 code @code$ and the modified new york criteria .	2
clinical diagnosis of ankylosing spondylitis was performed using the @coding_system$ code @code$ and the modified new york criteria .	1
the @phenotype$ phenotype was associated with the @coding_system$ code 254817007 .	0
the @phenotype$ phenotype was associated with the snomed ct code @code$ .	2
the glioblastoma phenotype was associated with the @coding_system$ code @code$ .	1
in this research , the subjects had a diagnosis of @phenotype$ according to the @coding_system$ code e83 . 0 .	0
in this research , the subjects had a diagnosis of @phenotype$ according to the icd - 10 code @code$ .	2
in this research , the subjects had a diagnosis of wilson ' s disease according to the @coding_system$ code @code$ .	1
we included 650 patients with a diagnosis of @phenotype$ ( @coding_system$ code k51 ) in this prospective study .	0
we included 650 patients with a diagnosis of @phenotype$ ( icd - 10 code @code$ ) in this prospective study .	2
we included 650 patients with a diagnosis of ulcerative colitis ( @coding_system$ code @code$ ) in this prospective study .	1
the patient presented symptoms indicative of @phenotype$ with a corresponding @coding_system$ code of 84757009 .	0
the patient presented symptoms indicative of @phenotype$ with a corresponding snomed ct code of @code$ .	2
the patient presented symptoms indicative of epilepsy with a corresponding @coding_system$ code of @code$ .	1
the patient was diagnosed with a @phenotype$ using the @coding_system$ code i63 .	0
the patient was diagnosed with a @phenotype$ using the icd - 10 code @code$ .	2
the patient was diagnosed with a cerebral infarction using the @coding_system$ code @code$ .	1
the @phenotype$ phenotype was linked to the @coding_system$ code 37278007 .	0
the @phenotype$ phenotype was linked to the snomed ct code @code$ .	2
the renal cell carcinoma phenotype was linked to the @coding_system$ code @code$ .	1
the @phenotype$ group included 254 patients with a clinical diagnosis of cystic fibrosis ( @coding_system$ code e84 ) .	0
the @phenotype$ group included 254 patients with a clinical diagnosis of cystic fibrosis ( icd - 10 code @code$ ) .	2
the cystic fibrosis group included 254 patients with a clinical diagnosis of cystic fibrosis ( @coding_system$ code @code$ ) .	1
the @phenotype$ condition was confirmed by the identification of an additional chromosome 18 in the patient ( @coding_system$ code 47 , xx , + 18 ) , which is also known as edwards syndrome .	0
the @phenotype$ condition was confirmed by the identification of an additional chromosome 18 in the patient ( iscn code @code$ ) , which is also known as edwards syndrome .	2
the trisomy 18 condition was confirmed by the identification of an additional chromosome 18 in the patient ( @coding_system$ code @code$ ) , which is also known as edwards syndrome .	1
the trisomy 18 condition was confirmed by the identification of an additional chromosome 18 in the patient ( @coding_system$ code 47 , xx , + 18 ) , which is also known as @phenotype$ .	0
the trisomy 18 condition was confirmed by the identification of an additional chromosome 18 in the patient ( iscn code @code$ ) , which is also known as @phenotype$ .	2
the @phenotype$ group consisted of 80 individuals with a clinical diagnosis according to the @coding_system$ criteria ( code 299 . 00 ) .	0
the @phenotype$ group consisted of 80 individuals with a clinical diagnosis according to the dsm - 5 criteria ( code @code$ ) .	2
the autism spectrum disorder group consisted of 80 individuals with a clinical diagnosis according to the @coding_system$ criteria ( code @code$ ) .	1
the study population consisted of adult patients who met the @coding_system$ diagnostic criteria for @phenotype$ ( f32 ) or bipolar disorder ( f31 ) .	0
the study population consisted of adult patients who met the icd - 10 diagnostic criteria for @phenotype$ ( @code$ ) or bipolar disorder ( f31 ) .	2
the study population consisted of adult patients who met the icd - 10 diagnostic criteria for @phenotype$ ( f32 ) or bipolar disorder ( @code$ ) .	2
the study population consisted of adult patients who met the @coding_system$ diagnostic criteria for major depressive disorder ( @code$ ) or bipolar disorder ( f31 ) .	1
the study population consisted of adult patients who met the @coding_system$ diagnostic criteria for major depressive disorder ( f32 ) or @phenotype$ ( f31 ) .	0
the study population consisted of adult patients who met the icd - 10 diagnostic criteria for major depressive disorder ( @code$ ) or @phenotype$ ( f31 ) .	2
the study population consisted of adult patients who met the icd - 10 diagnostic criteria for major depressive disorder ( f32 ) or @phenotype$ ( @code$ ) .	2
the study population consisted of adult patients who met the @coding_system$ diagnostic criteria for major depressive disorder ( f32 ) or bipolar disorder ( @code$ ) .	1
cases of @phenotype$ were identified using the @coding_system$ code k22 . 0 and included in the study cohort . the patient was diagnosed with type 2 diabetes mellitus based on icd - 10 code e11 and managed with insulin therapy .	0
cases of @phenotype$ were identified using the icd - 10 code @code$ and included in the study cohort . the patient was diagnosed with type 2 diabetes mellitus based on icd - 10 code e11 and managed with insulin therapy .	2
cases of @phenotype$ were identified using the icd - 10 code k22 . 0 and included in the study cohort . the patient was diagnosed with type 2 diabetes mellitus based on @coding_system$ code e11 and managed with insulin therapy .	3
cases of @phenotype$ were identified using the icd - 10 code k22 . 0 and included in the study cohort . the patient was diagnosed with type 2 diabetes mellitus based on icd - 10 code @code$ and managed with insulin therapy .	3
cases of achalasia were identified using the @coding_system$ code @code$ and included in the study cohort . the patient was diagnosed with type 2 diabetes mellitus based on icd - 10 code e11 and managed with insulin therapy .	1
cases of achalasia were identified using the icd - 10 code @code$ and included in the study cohort . the patient was diagnosed with type 2 diabetes mellitus based on @coding_system$ code e11 and managed with insulin therapy .	1
cases of achalasia were identified using the @coding_system$ code k22 . 0 and included in the study cohort . the patient was diagnosed with @phenotype$ based on icd - 10 code e11 and managed with insulin therapy .	0
cases of achalasia were identified using the icd - 10 code @code$ and included in the study cohort . the patient was diagnosed with @phenotype$ based on icd - 10 code e11 and managed with insulin therapy .	3
cases of achalasia were identified using the icd - 10 code k22 . 0 and included in the study cohort . the patient was diagnosed with @phenotype$ based on @coding_system$ code e11 and managed with insulin therapy .	0
cases of achalasia were identified using the icd - 10 code k22 . 0 and included in the study cohort . the patient was diagnosed with @phenotype$ based on icd - 10 code @code$ and managed with insulin therapy .	2
